title,genre,producer,country,year,rating_url
"Как поссорился Иван Иванович с Иваном Никифоровичем (фильм, 1959)",Кинокомедия,"Карасёв, Владимир Ефимович",Союз Советских Социалистических Республик,1959,https://www.imdb.com/title/tt8155134/
Кавалеристы (фильм),Вестерн,"Форд, Джон (режиссёр)",,,https://www.imdb.com/title/tt0052902/
История золотой рыбки,Короткометражный фильм,"Сешан, Эдмон (страница отсутствует)",Франция,1959,https://www.imdb.com/title/tt0052855/
Кадрящие,Комедийная драма,Жан-Пьер Моки,Кинематограф Франции,1959,https://www.imdb.com/title/tt0052759/
История монахини,Драма (жанр),"Циннеман, Фред",,1959,https://www.imdb.com/title/tt0053131/
К северу через северо-запад,Приключенческий фильм,"Хичкок, Альфред",,,https://www.imdb.com/title/tt0053125/
История влюблённых в Нанива,Мелодрама,Тому Утида,Япония,,https://www.imdb.com/title/tt0410355/
Исправленному верить,Детектив,"Жилин, Виктор Сергеевич",Союз Советских Социалистических Республик,1959,https://www.imdb.com/title/tt0471762/
Интимный разговор (фильм),Романтическая комедия,Майкл Гордон,,,https://www.imdb.com/title/tt0053172/
Инспекция пана Анатоля,Кинокомедия,"Рыбковский, Ян",Польша,1959,https://www.imdb.com/title/tt0052928/
Индия (фильм),Документальный фильм,Роберто Росселлини,Италия,1959,https://www.imdb.com/title/tt0052923/
Путешествие в Италию,Драма (жанр),Роберто Росселлини,Италия,1954,https://www.imdb.com/title/tt0046511/
"Пробуждение (фильм, 1954)",Драма (жанр),Майкл МакКарти (страница отсутствует),Великобритания,1954,https://www.imdb.com/title/tt0564878/
"Индийская гробница (фильм, 1959)",Приключенческий фильм,Фриц Ланг,Федеративная Республика Германии (до 1990),1959,https://www.imdb.com/title/tt0052924/
Принцесса Канарская,,,Италия,1954,https://www.imdb.com/title/tt0047367/
"Пробуждение (фильм, 1954, Индия)",Детское кино,,Индия,1954,https://www.imdb.com/title/tt0145851/
Потому что ты моя,Музыкальный фильм,"Холл, Александр (режиссёр)",,,https://www.imdb.com/title/tt0044402/
Полицейский-мошенник,Фильм нуар,Рой Роулэнд,Соединённые Штаты Америки,1954,https://www.imdb.com/title/tt0047424/
Пол-акра ада,Нуар,Джон Х. Ауэр,,1954,https://www.imdb.com/title/tt0047074/
Поздние хризантемы,Фильм-драма,Микио Нарусэ,Япония,,https://www.imdb.com/title/tt0046750/
Под фригийской звездой,Драма (жанр),"Кавалерович, Ежи",Польша,1954,https://www.imdb.com/title/tt0047357/
Повесть о лесном великане,Киноповесть,"Згуриди, Александр Михайлович",Союз Советских Социалистических Республик,1954,https://www.imdb.com/title/tt0210238/
Поездка по кривой дороге,Фильм нуар,Ричард Куайн,Соединённые Штаты Америки,1954,https://www.imdb.com/title/tt0046935/
"Пляж (фильм, 1954)",Кинокомедия,"Латтуада, Альберто",Италия,1954,https://www.imdb.com/title/tt0046352/
"Песси и Иллюзия (фильм, 1954)",Фильм-балет,"Витикка, Яак (страница отсутствует)",Финляндия,1954,https://www.imdb.com/title/tt0047342/
"Папа, мама, служанка и я",Кинокомедия,"Ле Шануа, Жан-Поль",Франция,1954,https://www.imdb.com/title/tt0047328/
Перед потопом (фильм),Драматический фильм,,,,https://www.imdb.com/title/tt0045525/
"Орден (фильм, 1954)",Фильм-драма,Минору Сибуя,Япония,,https://www.imdb.com/title/tt0781598/
Опасные тропы,Приключенческий фильм,"Алексеев, Александр Алексеевич (кинооператор)",Союз Советских Социалистических Республик,1954,https://www.imdb.com/title/tt0212403/
Очевидное алиби,Фильм нуар,Джерри Хоппер,,,https://www.imdb.com/title/tt0047263/
Остров Сахалин (фильм),Документальное кино,"Рязанов, Эльдар Александрович",,,https://www.imdb.com/title/tt0175011/
Один день в суде,,Стено (кинорежиссёр),Италия,1954,https://www.imdb.com/title/tt0047025/
"Огонёк (фильм, 1954)",Фильм-драма,Миёдзи Иэки,Япония,,https://www.imdb.com/title/tt0444503/
Окно во двор,Саспенс,,,1954,https://www.imdb.com/title/tt0047396/
Облава на шоссе,Нуар,"Юран, Натан",Соединённые Штаты Америки,,https://www.imdb.com/title/tt0047087/
Об этом забывать нельзя,Драма (жанр),Леонид Луков,Союз Советских Социалистических Республик,1954,https://www.imdb.com/title/tt0167317/
Непобеждённая (фильм),Документальное кино,"Гамильтон, Нэнси",Соединённые Штаты Америки,1954,https://www.imdb.com/title/tt0048157/
Недалеко от Варшавы,Драма (жанр),"Каневская, Мария",Польша,1954,https://www.imdb.com/title/tt0047277/
"Нет лучше бизнеса, чем шоу-бизнес",Музыкальная комедия,"Лэнг, Уолтер",Кинематограф США,1954,https://www.imdb.com/title/tt0047574/
"Назар Стодоля (фильм, 1954)",Драма (жанр),"Ивченко, Виктор Илларионович",Союз Советских Социалистических Республик,1954,https://www.imdb.com/title/tt0048416/
Неаполитанская карусель,Музыкальный фильм,,,,https://www.imdb.com/title/tt0046831/
Над Черемошем (фильм),Драма (жанр),"Крикун, Григорий Тимофеевич",Союз Советских Социалистических Республик,1954,
"На исходе дня (фильм, 1954)",Военный фильм,Сацуо Ямамото,Япония,,https://www.imdb.com/title/tt0047083/
Муки (фильм),Драма (жанр),,Франция,1954,https://www.imdb.com/title/tt0046453/
Мы с вами где-то встречались,Комедия,"Досталь, Николай Владимирович",Кинематограф СССР,,https://www.imdb.com/title/tt0168083/
Мунфлит,Приключенческий фильм,"Ланг, Фриц",,,https://www.imdb.com/title/tt0048387/
На трёх тёмных улицах,Фильм нуар,Арнольд Лейвен,,,https://www.imdb.com/title/tt0046928/
Мужчины думают только об этом,Кинокомедия,"Робер, Ив",Франция,1954,https://www.imdb.com/title/tt0045882/
Морской охотник (фильм),,"Немоляев, Владимир Викторович",Союз Советских Социалистических Республик,1954,https://www.imdb.com/title/tt5111678/
Море студёное,,"Егоров, Юрий Павлович (режиссёр)",Кинематограф СССР,,https://www.imdb.com/title/tt0047246/
"Молодые любовники (фильм, 1954)",Романтический фильм,Энтони Асквит,Великобритания,1954,https://www.imdb.com/title/tt0046846/
Молодые годы королевы,,"Маришка, Эрнст",Австрия,1954,https://www.imdb.com/title/tt0047259/
Мартын Боруля (телеспектакль),Фильм-спектакль,"Швачко, Алексей Филимонович",Союз Советских Социалистических Республик,1954,https://www.imdb.com/title/tt5847326/
"Мелочь (фильм, 1954)",,"Мелик-Авакян, Григорий Георгиевич",Союз Советских Социалистических Республик,1954,
Мирза Галиб (фильм),Биографический фильм,,Индия,,https://www.imdb.com/title/tt0137958/
Месье Рипуа,Драма (жанр),"Клеман, Рене",Франция,1954,https://www.imdb.com/title/tt0047243/
Мадемуазель Нитуш (фильм),,,Франция,1954,https://www.imdb.com/title/tt0046030/
Не тронь добычу,Гангстерский фильм,"Беккер, Жак",,,https://www.imdb.com/title/tt0046451/
Наша зелёная земля,Драма (жанр),Ахмед Дыя эд-Дин (страница отсутствует),Египет,1956,https://www.imdb.com/title/tt0342054/
"Не та, так эта (фильм)",Кинокомедия,"Сеидзаде, Гусейн Али оглу",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt4263976/
Наша родина (фильм),Документальное кино,"Мадре, Андре (страница отсутствует)",Франция,,
Личный ад 36,Фильм нуар,Дон Сигел,Соединённые Штаты Америки,1954,https://www.imdb.com/title/tt0047370/
"Наш двор (фильм, 1956)",Драма (жанр),"Чхеидзе, Резо Давидович",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0050752/
На задворках (фильм),Драма (жанр),"Невежин, Виктор Петрович (страница отсутствует)",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0218653/
На подмостках сцены,Комедия,"Юдин, Константин Константинович",Кинематограф СССР,1956,https://www.imdb.com/title/tt0049536/
Мы здесь живём,Социальная драма,"Айманов, Шакен Кенжетаевич",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0170273/
Н.Л.О.: Истинная история летающих тарелок,Научная фантастика в кинематографе,,,1956,https://www.imdb.com/title/tt0131627/
Мы все нужны,Драма,,Испания,1956,https://www.imdb.com/title/tt0049859/
Мы хотим жить,Драма (жанр),Винь Ноан (страница отсутствует),Южный Вьетнам,1956,https://www.imdb.com/title/tt0335237/
Мужчины остаются дома,,"Ельцов, Игорь Иванович",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0447286/
"Моя дочь (фильм, 1956)",,"Жилин, Виктор Сергеевич",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0253255/
Мрак среди дня,Фильм-драма,Тадаси Имаи,Япония,,https://www.imdb.com/title/tt0049464/
Моленье о счастье,,Сан Ху,,1956,https://www.imdb.com/title/tt0049979/
Мистер Питкин: вверх тормашками,Кинокомедия,"Карстейрс, Джон Пэдди (страница отсутствует)",Великобритания,1956,https://www.imdb.com/title/tt0049906/
Мария-Антуанетта — королева Франции,Исторический фильм,"Деланнуа, Жан",Франция,1956,https://www.imdb.com/title/tt0048355/
Миколка-паровоз,,"Голуб, Лев Владимирович",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt3156632/
"Мост (фильм, 1956)",,"Шрейбер, Борис Иосифович",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt10438510/
"Машинист (фильм, 1956)",Драма (жанр),"Джерми, Пьетро",Италия,1956,https://www.imdb.com/title/tt0049207/
"Моби Дик (фильм, 1956)",Драма (жанр),"Хьюстон, Джон",Великобритания,1956,https://www.imdb.com/title/tt0049513/
"Медовый месяц (фильм, 1956)",Кинокомедия,"Кошеверова, Надежда Николаевна",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0049489/
Малютки у простофили,,Поль Менье (страница отсутствует),Франция,1956,https://www.imdb.com/title/tt0048994/
Мадемуазель Стриптиз,Кинокомедия,,Франция,1956,https://www.imdb.com/title/tt0049182/
"Мадам Баттерфляй (фильм-опера, 1956)",Фильм,it:Mario Lanfranchi,Италия,1956,https://www.imdb.com/title/tt0871005/
Мальва (фильм),,"Браун, Владимир Александрович",,1956,https://www.imdb.com/title/tt0049466/
Лето солнечного затмения,Драма (фильм),Хиромити Хорикава (страница отсутствует),Япония,,
"Любовь с первого взгляда (фильм, 1956)",Музыкальная комедия,,Аргентина,1956,https://www.imdb.com/title/tt0188412/
Люби меня нежно,Вестерн,"Уэбб, Роберт",,,https://www.imdb.com/title/tt0049452/
"Куколка (фильм, 1956)",Драма (жанр),Элиа Казан,Соединённые Штаты Америки,1956,https://www.imdb.com/title/tt0048973/
"Кто это сделал? (фильм, 1956)",Кинокомедия,"Дирден, Бэзил",Великобритания,1956,https://www.imdb.com/title/tt0049951/
Крутые горки,Драматический фильм,"Розанцев, Николай Васильевич",,,https://www.imdb.com/title/tt0165850/
Кто-то там наверху любит меня,Биографический фильм,"Уайз, Роберт",,,https://www.imdb.com/title/tt0049778/
"Крыша (фильм, 1956)",,"Де Сика, Витторио",Италия,1956,https://www.imdb.com/title/tt0049839/
"Крутой маршрут (фильм, 1956)",Семейный фильм,Фрэнсис Лион (страница отсутствует),Соединённые Штаты Америки,1956,https://www.imdb.com/title/tt0049279/
Кровавый рассвет,,"Швачко, Алексей Филимонович",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt5108514/
Короткий ум,,Норбер Карбонно (страница отсутствует),Франция,1956,https://www.imdb.com/title/tt0049097/
Красный шар,Фэнтезийный фильм,"Ламорис, Альбер",Франция,1956,https://www.imdb.com/title/tt0048980/
"Крик в ночи (фильм, 1956)",Фильм нуар,Фрэнк Таттл,,,https://www.imdb.com/title/tt0049110/
Кони не виноваты (фильм),,,Союз Советских Социалистических Республик,1956,
Комната насилия,Драма (фильм),Кон Итикава,Япония,,https://www.imdb.com/title/tt0049642/
Король и я (фильм),Музыкальный фильм,"Лэнг, Уолтер",,1956,https://www.imdb.com/title/tt0049408/
"Колдунья (фильм, 1956)",Драма (жанр),,Франция,1956,https://www.imdb.com/title/tt0048645/
Когда поют соловьи,,"Брюнчугин, Евгений Васильевич",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt2343603/
Капитан «Старой черепахи» (фильм),Приключенческий фильм,"Воронин, Всеволод Иванович (страница отсутствует)",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0314256/
Как он лгал её мужу (фильм),,"Березанцева, Татьяна Борисовна",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt6544900/
Карнавальная ночь,Кинокомедия,"Рязанов, Эльдар Александрович",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0049397/
"Источник (фильм, 1956)",Фильм-драма,Масаки Кобаяси,Япония,,https://www.imdb.com/title/tt0134749/
"Искатели (фильм, 1956, СССР)",Мелодрама (жанр),"Шапиро, Михаил Григорьевич",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt0479686/
Как Джанни попал в ад,,"Березанцева, Татьяна Борисовна",Союз Советских Социалистических Республик,1956,https://www.imdb.com/title/tt5847502/
Иностранная интрига,Детектив,,США,1956,https://www.imdb.com/title/tt0049224/
Из-за чести (фильм),,Арташес Ай-Артян,,1956,https://www.imdb.com/title/tt0049375/
Искатели (вестерн),Вестерн,"Форд, Джон (режиссёр)",,,https://www.imdb.com/title/tt0049730/
Из вечности,,Джон Фэрроу,Соединённые Штаты Америки,1956,https://www.imdb.com/title/tt0048975/
"Судьба барабанщика (фильм, 1955)",,"Эйсымонт, Виктор Владиславович",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0187527/
Счастливая юность,Музыкальный фильм,"Гуров, Сергей Николаевич",,,https://www.imdb.com/title/tt0049790/
Илья Муромец (фильм),Былина,"Птушко, Александр Лукич",Кинематограф СССР,1956,https://www.imdb.com/title/tt0049358/
"Стукач (фильм, 1955)",Фильм нуар,Гарольд Д. Шустер (страница отсутствует),Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0048072/
"Стелла (фильм, 1955)",Мелодрама,"Какояннис, Михалис",Греция,1955,https://www.imdb.com/title/tt0048657/
Страх бури,Фильм нуар,Корнел Уайлд,Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0049801/
Солдат Иван Бровкин,Кинокомедия,"Лукинский, Иван Владимирович",Союз Советских Социалистических Республик,,https://www.imdb.com/title/tt0048639/
"Следы на снегу (фильм, 1955)",Драма (жанр),"Бергункер, Адольф Соломонович",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0048631/
Сисси (фильм),Исторический фильм,"Маришка, Эрнст",Австрия,1955,https://www.imdb.com/title/tt0048624/
Слово (фильм),,Карл Теодор Дрейер,Дания,1955,https://www.imdb.com/title/tt0048452/
"Сёстры (фильм, 1955)",Фильм-драма,Миёдзи Иэки,Япония,,https://www.imdb.com/title/tt3751622/
Секрет красоты,,"Ордынский, Василий Сергеевич",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0174191/
Секреты Нью-Йорка,Фильм нуар,Расселл Раус,Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0048421/
Самурай 2: Дуэль у храма,Драма (жанр),"Инагаки, Хироси",Япония,1955,https://www.imdb.com/title/tt0048579/
"Сверстники (фильм, 1955)",Драма (жанр),"Госё, Хэйноскэ",Япония,1955,https://www.imdb.com/title/tt0048689/
Самая красивая женщина в мире,Кинокомедия,"Леонард, Роберт (режиссёр)",Италия,1955,https://www.imdb.com/title/tt0048006/
Салтанат (фильм),,"Пронин, Василий Маркелович",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0048578/
"Ричард III (фильм, 1955)",Исторический фильм,"Оливье, Лоренс",,,https://www.imdb.com/title/tt0049674/
Римская красавица,Кинокомедия,,,,https://www.imdb.com/title/tt0047870/
Пять ружей Запада,Вестерн,"Корман, Роджер",,,https://www.imdb.com/title/tt0048078/
Разрушители плотин (фильм),Драма (жанр),"Андерсон, Майкл (режиссёр)",Великобритания,1955,https://www.imdb.com/title/tt0046889/
Пути и судьбы,Драма (жанр),"Базелян, Яков Львович",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0165923/
Пуэнт-Курт,Драма (жанр),Аньес Варда,Франция,1955,https://www.imdb.com/title/tt0048499/
Принц игроков,Биографический фильм,,,,https://www.imdb.com/title/tt0048510/
Пятеро против казино,Фильм нуар,Фил Карлсон,Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0048077/
Путешествие к началу времён,Кинофантастика,"Земан, Карел (режиссёр)",Чехословакия,1955,https://www.imdb.com/title/tt0047930/
Пуля для Джои,Фильм нуар,Льюис Аллен,Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0047904/
Призраки покидают вершины,Приключенческий фильм,"Карамян, Эразм Александрович",Союз Советских Социалистических Республик,,https://www.imdb.com/title/tt0193433/
"Прекрасная мельничиха (фильм, 1955)",Кинокомедия,Марио Камерини,Италия,1955,https://www.imdb.com/title/tt0047871/
"Поцелуй убийцы (фильм, 1955)",,Стэнли Кубрик,Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0048254/
Порочные,Драма (жанр),Пьер Шевалье,Франция,1955,https://www.imdb.com/title/tt0047113/
Попытка преступления,Трагикомедия,Луис Бунюэль,Мексика,1955,https://www.imdb.com/title/tt0048037/
Попрыгунья (фильм),Мелодрама,"Самсонов, Самсон Иосифович",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0048504/
Покорение космоса,Драма (жанр),Байрон Хэскин,,,https://www.imdb.com/title/tt0047947/
Помешательство (фильм),,"Паркер, Джон (режиссёр) (страница отсутствует)",Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0047976/
"Последний акт (фильм, 1955)",Биографический фильм,,,,https://www.imdb.com/title/tt0048295/
Пока не взошла Луна,Драма (фильм),Кинуё Танака,Япония,,https://www.imdb.com/title/tt0417214/
Поколение (фильм),Военный фильм,"Вайда, Анджей",Польша,,https://www.imdb.com/title/tt0048500/
Повесть о храме Сюдзэндзи,Драма (фильм),Нобору Накамура,Япония,,https://www.imdb.com/title/tt0203902/
"Подруги (фильм, 1955)",Драма (жанр),"Антониони, Микеланджело",Италия,1955,https://www.imdb.com/title/tt0047821/
Поймать вора,Детектив,"Хичкок, Альфред",,1955,https://www.imdb.com/title/tt0048728/
"Побег (фильм, 1955)",Фильм-нуар,Льюис Р. Фостер (страница отсутствует),Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0047958/
Плохой день в Блэк-Роке,Драма (жанр),"Стёрджес, Джон",,1955,https://www.imdb.com/title/tt0047849/
"Плывущие облака (фильм, 1955)",Драма (жанр),"Нарусэ, Микио",Япония,1955,https://www.imdb.com/title/tt0048757/
Пикник (фильм),Мелодрама,"Логан, Джошуа",Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0048491/
"Плата за страх (фильм, 1953)",Приключенческий фильм,Анри-Жорж Клузо,Кинематограф Франции,,https://www.imdb.com/title/tt0046268/
Пересадка в Орли,Кинокомедия,Жан Древиль,Флаг Франции,1955,https://www.imdb.com/title/tt0048042/
Письма с острова Чудаков,Драма (жанр),"Мюйр, Юри",Кинематограф СССР,1966,https://www.imdb.com/title/tt0445501/
Первый эшелон,Мелодрама,"Калатозов, Михаил Константинович",Союз Советских Социалистических Республик,1955,https://www.imdb.com/title/tt0048482/
Пересечь шесть мостов,Нуар (кино),Джозеф Певни,Соединённые Штаты Америки,1955,https://www.imdb.com/title/tt0048628/
Песнь дороги,Драма (жанр),"Рай, Сатьяджит",Индия,1955,https://www.imdb.com/title/tt0048473/
Пеп устанавливают закон,,,Франция,1955,https://www.imdb.com/title/tt0047340/
Песчаная галька,Военный фильм,"Уайз, Роберт",Соединённые Штаты Америки,1966,https://www.imdb.com/title/tt0060934/
Персона (фильм),Экзистенциальная драма,"Бергман, Ингмар",Флаг Швеции,1966,https://www.imdb.com/title/tt0060827/
Операция «Страх»,Фильм ужасов,Марио Бава,Италия,1966,https://www.imdb.com/title/tt0060794/
Он убивать не хотел,Приключения,"Шенгелая, Георгий Николаевич",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt0174909/
Операция «Святой Януарий»,,Дино Ризи,,1966,https://www.imdb.com/title/tt0062080/
"Охота (фильм, 1966)",Триллер,"Саура, Карлос",Испания,1966,https://www.imdb.com/title/tt0060223/
"Отступник (фильм, 1966)",Триллер,,,,https://www.imdb.com/title/tt0060295/
Одни (фильм),,"Головня, Леонид Евгеньевич",Союз Советских Социалистических Республик,1966,
Обломов (телефильм),,it:Claudio Fino,,1966,https://www.imdb.com/title/tt1063010/
"Перестрелка (фильм, 1966)",Вестерн,"Хеллман, Монте",Соединённые Штаты Америки,1966,https://www.imdb.com/title/tt0062262/
Ночи без ночлега,,"Араминас, Альгирдас",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt1519363/
"Ноктюрн (фильм, 1966)",Военный фильм,"Горяев, Ростислав Аркадьевич",,1966,https://www.imdb.com/title/tt1957985/
"Ночь генералов (фильм, 1967)",Триллер,"Литвак, Анатоль",Кинематограф США,1966,https://www.imdb.com/title/tt0062038/
"Новый мир (фильм, 1966)",Драма (жанр),"Де Сика, Витторио",Италия,1966,https://www.imdb.com/title/tt0061139/
Неизвестная...,Драма (жанр),"Муат, Мария Павловна",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt10305830/
Нет и да,Музыкальный фильм,"Кольцатый, Аркадий Николаевич",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt5226524/
Неуловимые мстители,Приключенческий фильм,"Кеосаян, Эдмонд Гарегинович",,1966,https://www.imdb.com/title/tt0060747/
Нежный проходимец,,"Беккер, Жан (режиссёр)",Франция,1966,https://www.imdb.com/title/tt0061076/
Невесты Фу Манчу,Триллер,Дон Шарп,,,https://www.imdb.com/title/tt0060188/
Невеста Анд,Фильм-драма,Сусуму Хани,Япония,1966,https://www.imdb.com/title/tt0060187/
"Неверность (фильм, 1966)",,"Хеннинг-Енсен, Астрид",Флаг Дании,1966,https://www.imdb.com/title/tt0124192/
"Небо нашего детства (фильм, 1966)",,"Океев, Толомуш Океевич",Союз Советских Социалистических Республик,1966,
Не самый удачный день,Мелодрама,"Егоров, Юрий Павлович (режиссёр)",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt0060743/
Наш человек в Марракеше,,Дон Шарп,,,https://www.imdb.com/title/tt0060148/
Не забудь… станция Луговая,Драма (жанр),"Курихин, Никита Фёдорович",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt0060744/
Начальник Чукотки,Кинокомедия,"Мельников, Виталий Вячеславович",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt0169069/
"Наудачу, Бальтазар",Драма (жанр),"Брессон, Робер",Франция,1966,https://www.imdb.com/title/tt0060138/
Насилие в полдень,Драма (жанр),Нагиса Осима,Япония,1966,https://www.imdb.com/title/tt0060486/
Наедине с ночью,,"Силаев, Борис Дмитриевич",Союз Советских Социалистических Республик,1966,https://www.imdb.com/title/tt5224680/
На прицеле у смерти,Боевик (киножанр),"Буарон, Мишель",Франция,1966,https://www.imdb.com/title/tt0060137/
Нагая пастушка,,"Мах, Ярослав (страница отсутствует)",Чехословакия,1966,https://www.imdb.com/title/tt0183561/
На полпути к Луне,Психологическая драма,"Фирсова, Джемма Сергеевна",Кинематограф СССР,1966,https://www.imdb.com/title/tt0141644/
Морган: Подходящий случай для терапии,Кинокомедия,Карел Рейш,Великобритания,1966,https://www.imdb.com/title/tt0060714/
"Монахиня (фильм, 1966)",Драма (жанр),Жак Риветт,Франция,1966,https://www.imdb.com/title/tt0060891/
Мужское — женское,Драма (жанр),Жан-Люк Годар,Франция,1966,https://www.imdb.com/title/tt0060675/
Модести Блейз,Шпионский фильм,Джозеф Лоузи,,,https://www.imdb.com/title/tt0060708/
Мир топлесс,Документальное кино,"Мейер, Расс",Соединённые Штаты Америки,1966,https://www.imdb.com/title/tt0060712/
Мужчина и женщина,Мелодрама,"Лелуш, Клод",Франция,1966,https://www.imdb.com/title/tt0061138/
Мир без игры,Документальный фильм,"Махнач, Леонид Владимирович",Союз Советских Социалистических Республик,1966,
Милый бродяга,,Ёдзи Ямада,Япония,1966,https://www.imdb.com/title/tt0361855/
Миллион Мэдигана,Кинокомедия,,Италия,1966,https://www.imdb.com/title/tt0063303/
Меч судьбы,Драма (жанр),"Окамото, Кихати",Япония,1966,https://www.imdb.com/title/tt0060277/
Мать и одиннадцать детей,Драма (жанр),,,,https://www.imdb.com/title/tt0060578/
Меморандум Квиллера,Детективный фильм,"Андерсон, Майкл (режиссёр)",Великобритания,1966,https://www.imdb.com/title/tt0060880/
Мастер-палач,Исторический фильм,"Биелик, Пальо",Чехословакия,1966,https://www.imdb.com/title/tt0245253/
"Миллион лет до нашей эры (фильм, 1966)",Приключенческий фильм,"Чеффи, Дон (страница отсутствует)",Великобритания,1966,https://www.imdb.com/title/tt0060782/
"Плачущий убийца (фильм, 1958)",Криминальный фильм,,,,https://www.imdb.com/title/tt0051500/
"Пламя (фильм, 1958)",Драма (жанр),"Итикава, Кон",Япония,1958,https://www.imdb.com/title/tt0051584/
Плавучий дом (фильм),Мелодрама,Мелвилл Шавельзон,Соединённые Штаты Америки,1958,https://www.imdb.com/title/tt0051745/
Пистолет в левой руке,Вестерн,"Пенн, Артур",Соединённые Штаты Америки,1958,https://www.imdb.com/title/tt0051849/
Песня первой любви,Мелодрама,"Ерзинкян, Юрий Арамаисович",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0188139/
Печать зла,Нуар (кино),"Уэллс, Орсон",,1958,https://www.imdb.com/title/tt0052311/
Песня матросов,,"Метциг, Курт",Германская Демократическая Республика,1958,https://www.imdb.com/title/tt0051860/
"Первый экзамен (фильм, 1958)",,"Агаханов, Хангельды Агаханович",Союз Советских Социалистических Республик,1958,
Пачка «Казбека»,Комедия (жанр),Рашид Атамалибеков (страница отсутствует),Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt14433112/
"Первый парень (фильм, 1958)",Комедия,"Параджанов, Сергей Иосифович",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0053163/
Пепел и алмаз,Драма (жанр),"Вайда, Анджей",Польша,1958,https://www.imdb.com/title/tt0052080/
Очарованная сценой,Драма (жанр),"Люмет, Сидни",,,https://www.imdb.com/title/tt0052235/
"Очарован тобой (фильм, 1958)",Мюзикл,"Агзамов, Юлдаш",,,https://www.imdb.com/title/tt6697216/
Память сердца (фильм),,"Лиознова, Татьяна Михайловна",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0188123/
Ох… этот отпуск,Кинокомедия,"Антел, Франц (страница отсутствует)",Австрия,,https://www.imdb.com/title/tt0052023/
Очередной рейс,Драма (жанр),"Гольдин, Рафаил Юльевич",Кинематограф СССР,1958,https://www.imdb.com/title/tt0052019/
Пан Анатоль ищет миллион,Кинокомедия,"Рыбковский, Ян",Польша,1958,https://www.imdb.com/title/tt0053154/
Отчаянный ковбой,,"Дэйвс, Делмер",Соединённые Штаты Америки,1958,https://www.imdb.com/title/tt0051496/
"Отцы и дети (фильм, 1958)",Драма (жанр),"Бергункер, Адольф Соломонович",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0053817/
Оно! Ужас из космоса,,"Кан, Эдвард (страница отсутствует)",,,https://www.imdb.com/title/tt0051786/
"Одолжи мне свою жену (фильм, 1958)",,"Карлмар, Эдит (страница отсутствует)",Норвегия,1958,https://www.imdb.com/title/tt0213825/
"Отверженные (фильм, 1958)",Драма (жанр),"Ле Шануа, Жан-Поль",Германская Демократическая Республика,1958,https://www.imdb.com/title/tt0050709/
"Освобождённый Иерусалим (фильм, 1958)",Исторический фильм,Карло Людовико Брагалья (страница отсутствует),Италия,1958,https://www.imdb.com/title/tt0050429/
Олеко Дундич (фильм),Военный фильм,Леонид Луков,СССР,1958,https://www.imdb.com/title/tt0051345/
